1_ortho	4_cgram	11_infover	5_genre
croire	VER	inf;;inf;;inf;;	-
croirait	VER	cnd:pre:3s;	-
croirais	VER	cnd:pre:1s;cnd:pre:2s;	-
croiraient	VER	cnd:pre:3p;	-
croirai	VER	ind:fut:1s;	-
croira	VER	ind:fut:3s;	-
crue	VER	par:pas;	f
crues	VER	par:pas;	f
crurent	VER	ind:pas:3p;	-
crus	VER	ind:pas:1s;ind:pas:2s;par:pas;	m
crusse	VER	sub:imp:1s;	-
crussent	VER	sub:imp:3p;	-
crusses	VER	sub:imp:2s;	-
crut	VER	ind:pas:3s;	-
crois	VER	imp:pre:2s;ind:pre:1s;ind:pre:2s;	-
croyant	VER	par:pre;	-
croyait	VER	ind:imp:3s;	-
croyaient	VER	ind:imp:3p;	-
croyais	VER	ind:imp:1s;ind:imp:2s;	-
aimeras	VER	ind:fut:2s;	-
aimiez	VER	ind:imp:2p;sub:pre:2p;	-
aimez	VER	imp:pre:2p;ind:pre:2p;	-
aimait	VER	ind:imp:3s;	-
aimais	VER	ind:imp:1s;ind:imp:2s;	-
aimerez	VER	ind:fut:2p;	-
aimai	VER	ind:pas:1s;	-
aima	VER	ind:pas:3s;	-
aimions	VER	ind:imp:1p;sub:pre:1p;	-
aimasse	VER	sub:imp:1s;	-
aimons	VER	imp:pre:1p;ind:pre:1p;	-
aimâmes	VER	ind:pas:1p;	-
aimés	VER	par:pas;	m
aimées	VER	par:pas;	f
aimée	VER	par:pas;	f
aimé	VER	par:pas;	m
aimèrent	VER	ind:pas:3p;	-
aimant	VER	par:pre;	-
aimaient	VER	ind:imp:3p;	-
aimassent	VER	sub:imp:3p;	-
aimer	VER	inf;;inf;;inf;;inf;;inf;;inf;;inf;;	-
aimeriez	VER	cnd:pre:2p;	-
aimerions	VER	cnd:pre:1p;	-
aimerons	VER	ind:fut:1p;	-
aimerait	VER	cnd:pre:3s;	-
aimerais	VER	cnd:pre:1s;cnd:pre:2s;	-
aimeraient	VER	cnd:pre:3p;	-
aimerai	VER	ind:fut:1s;	-
aimera	VER	ind:fut:3s;	-
aimât	VER	sub:imp:3s;	-
aimâtes	VER	ind:pas:2p;	-
aimes	VER	ind:pre:2s;sub:pre:2s;	-
aimeront	VER	ind:fut:3p;	-
aime	VER	imp:pre:2s;ind:pre:1s;ind:pre:1s;ind:pre:3s;sub:pre:1s;sub:pre:3s;	-
aiment	VER	ind:pre:3p;sub:pre:3p;	-
aimassions	VER	sub:imp:1p;	-
fallait	VER	ind:imp:3s;	-
falloir	VER	inf;	-
faudra	VER	ind:fut:3s;	-
fallut	VER	ind:pas:3s;	-
fallût	VER	sub:imp:3s;	-
faudrait	VER	cnd:pre:3s;	-
faut	VER	ind:pre:3s;	-
fallu	VER	par:pas;	m
très	ADV	-	-
ou	CON	-	-
quoi	ADJ	-	m
bon	ADJ	-	m
bons	ADJ	-	m
bonne	ADJ	-	f
bonnes	ADJ	-	f
passa	VER	ind:pas:3s;	-
passèrent	VER	ind:pas:3p;	-
passai	VER	ind:pas:1s;	-
passerions	VER	cnd:pre:1p;	-
passas	VER	ind:pas:2s;	-
passe	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:1s;sub:pre:3s;	-
passent	VER	ind:pre:3p;sub:pre:3p;	-
passer	VER	inf;;inf;;inf;;	-
passera	VER	ind:fut:3s;	-
passerai	VER	ind:fut:1s;	-
passeraient	VER	cnd:pre:3p;	-
passerais	VER	cnd:pre:1s;cnd:pre:2s;	-
passerait	VER	cnd:pre:3s;	-
passeras	VER	ind:fut:2s;	-
passerez	VER	ind:fut:2p;	-
passeriez	VER	cnd:pre:2p;	-
passerons	VER	ind:fut:1p;	-
passait	VER	ind:imp:3s;	-
passeront	VER	ind:fut:3p;	-
passes	VER	ind:pre:2s;sub:pre:2s;	-
passez	VER	imp:pre:2p;ind:pre:2p;	-
passiez	VER	ind:imp:2p;sub:pre:2p;	-
passions	VER	ind:imp:1p;sub:pre:1p;	-
passons	VER	imp:pre:1p;ind:pre:1p;	-
passâmes	VER	ind:pas:1p;	-
passâtes	VER	ind:pas:2p;	-
passé	VER	par:pas;par:pas;par:pas;par:pas;	m
passée	VER	par:pas;	f
passées	VER	par:pas;	f
passés	VER	par:pas;	m
passant	VER	par:pre;	-
passât	VER	sub:imp:3s;	-
passais	VER	ind:imp:1s;ind:imp:2s;	-
passaient	VER	ind:imp:3p;	-
penser	VER	imp:pre:2p;inf;	-
pense	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:1s;sub:pre:3s;	-
penserait	VER	cnd:pre:3s;	-
penserais	VER	cnd:pre:1s;cnd:pre:2s;	-
penseraient	VER	cnd:pre:3p;	-
penserai	VER	ind:fut:1s;	-
pensera	VER	ind:fut:3s;	-
pensent	VER	ind:pre:3p;	-
penseriez	VER	cnd:pre:2p;	-
pensa	VER	ind:pas:3s;	-
pensai	VER	ind:pas:1s;	-
pensaient	VER	ind:imp:3p;	-
pensais	VER	ind:imp:1s;ind:imp:2s;	-
pensait	VER	ind:imp:3s;	-
pensant	VER	par:pre;	-
penserez	VER	ind:fut:2p;	-
penseras	VER	ind:fut:2s;	-
penserions	VER	cnd:pre:1p;	-
pensée	VER	par:pas;	f
penseront	VER	ind:fut:3p;	-
penses	VER	ind:pre:2s;sub:pre:2s;	-
pensez	VER	imp:pre:2p;ind:pre:2p;	-
pensiez	VER	ind:imp:2p;sub:pre:2p;	-
pensions	VER	ind:imp:1p;	-
pensons	VER	imp:pre:1p;ind:pre:1p;	-
pensâmes	VER	ind:pas:1p;	-
pensât	VER	sub:imp:3s;	-
pensés	VER	par:pas;	m
penserons	VER	ind:fut:1p;	-
pensées	VER	par:pas;	f
pensèrent	VER	ind:pas:3p;	-
pensé	VER	imp:pre:2s;par:pas;par:pas;par:pas;par:pas;par:pas;	m
aussi	ADV	-	-
si	CON	-	-
tout	PRO:ind	-	m
jamais	ADV	-	-
attendus	VER	par:pas;	m
attendît	VER	sub:imp:3s;	-
attendîmes	VER	ind:pas:1p;	-
attendues	VER	par:pas;	f
attendrons	VER	ind:fut:1p;	-
attendue	VER	par:pas;	f
attendis	VER	ind:pas:1s;	-
attendrions	VER	cnd:pre:1p;	-
attendriez	VER	cnd:pre:2p;	-
attendrez	VER	ind:fut:2p;	-
attendre	VER	inf;;inf;;inf;;	-
attendras	VER	ind:fut:2s;	-
attendrait	VER	cnd:pre:3s;	-
attendrais	VER	cnd:pre:1s;cnd:pre:2s;	-
attendraient	VER	cnd:pre:3p;	-
attendrai	VER	ind:fut:1s;	-
attendra	VER	ind:fut:3s;	-
attendons	VER	imp:pre:1p;ind:pre:1p;	-
attendit	VER	ind:pas:3s;	-
attendissent	VER	sub:imp:3p;	-
attendisse	VER	sub:imp:1s;	-
attendirent	VER	ind:pas:3p;	-
attendu	VER	par:pas;	m
attendions	VER	ind:imp:1p;	-
attendiez	VER	ind:imp:2p;sub:pre:2p;	-
attendez	VER	imp:pre:2p;ind:pre:2p;	-
attendes	VER	sub:pre:2s;	-
attendent	VER	ind:pre:3p;	-
attend	VER	ind:pre:3s;	-
attende	VER	sub:pre:1s;sub:pre:3s;	-
attendant	VER	par:pre;	-
attendait	VER	ind:imp:3s;	-
attendais	VER	ind:imp:1s;ind:imp:2s;	-
attendaient	VER	ind:imp:3p;	-
attendront	VER	ind:fut:3p;	-
attends	VER	imp:pre:2s;ind:pre:1s;ind:pre:2s;	-
pourquoi	ADV	-	-
trouvent	VER	ind:pre:3p;sub:pre:3p;	-
trouver	VER	inf;;inf;;inf;;inf;;	-
trouvâmes	VER	ind:pas:1p;	-
trouves	VER	ind:pre:2s;sub:pre:1p;sub:pre:2s;	-
trouvas	VER	ind:pas:2s;	-
trouvasse	VER	sub:imp:1s;	-
trouvées	VER	par:pas;	f
trouvera	VER	ind:fut:3s;	-
trouvassent	VER	sub:imp:3p;	-
trouvions	VER	ind:imp:1p;sub:pre:1p;	-
trouvés	VER	par:pas;par:pas;par:pas;	m
trouviez	VER	ind:imp:2p;	-
trouvez	VER	imp:pre:2p;ind:pre:2p;	-
trouveront	VER	ind:fut:3p;	-
trouvant	VER	par:pre;	-
trouvons	VER	imp:pre:1p;ind:pre:1p;	-
trouverons	VER	ind:fut:1p;	-
trouverions	VER	cnd:pre:1p;	-
trouveriez	VER	cnd:pre:2p;	-
trouverez	VER	ind:fut:2p;	-
trouveras	VER	ind:fut:2s;	-
trouverait	VER	cnd:pre:3s;	-
trouverais	VER	cnd:pre:1s;cnd:pre:2s;	-
trouveraient	VER	cnd:pre:3p;	-
trouvée	VER	par:pas;	f
trouverai	VER	ind:fut:1s;	-
trouvait	VER	ind:imp:3s;	-
trouvaient	VER	ind:imp:3p;	-
trouva	VER	ind:pas:3s;	-
trouvé	VER	par:pas;par:pas;par:pas;	m
trouvai	VER	ind:pas:1s;	-
trouve	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:1s;sub:pre:3s;	-
trouvais	VER	ind:imp:1s;ind:imp:2s;	-
trouvèrent	VER	ind:pas:3p;	-
trouvât	VER	sub:imp:3s;	-
laissa	VER	ind:pas:3s;	-
laissai	VER	ind:pas:1s;	-
laissant	VER	par:pre;	-
laissaient	VER	ind:imp:3p;	-
laissés	VER	par:pas;	m
laissées	VER	par:pas;	f
laissais	VER	ind:imp:1s;ind:imp:2s;	-
laissé	VER	par:pas;par:pas;par:pas;par:pas;	m
laissèrent	VER	ind:pas:3p;	-
laissât	VER	sub:imp:3s;	-
laissâmes	VER	ind:pas:1p;	-
laissons	VER	imp:pre:1p;ind:pre:1p;	-
laissait	VER	ind:imp:3s;	-
laisse	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:1s;sub:pre:3s;	-
laissassent	VER	sub:imp:3p;	-
laisserais	VER	cnd:pre:1s;cnd:pre:2s;	-
laisserait	VER	cnd:pre:3s;	-
laisseras	VER	ind:fut:2s;	-
laisseraient	VER	cnd:pre:3p;	-
laisserai	VER	ind:fut:1s;	-
laisseriez	VER	cnd:pre:2p;	-
laissera	VER	ind:fut:3s;	-
laisserions	VER	cnd:pre:1p;	-
laisserons	VER	ind:fut:1p;	-
laisseront	VER	ind:fut:3p;	-
laisses	VER	ind:pre:2s;sub:pre:1p;sub:pre:2s;	-
laisser	VER	inf;;inf;;inf;;inf;;inf;;inf;;	-
laissez	VER	imp:pre:2p;ind:pre:2p;	-
laissent	VER	ind:pre:3p;sub:pre:3p;	-
laissiez	VER	ind:imp:2p;sub:pre:2p;	-
laissions	VER	ind:imp:1p;	-
laisserez	VER	ind:fut:2p;	-
laissée	VER	ind:imp:3p;par:pas;	f
sa	ADJ:pos	-	-
ta	ADJ:pos	-	-
arrives	VER	ind:pre:2s;	-
arrivent	VER	ind:pre:3p;sub:pre:3p;	-
arrivassent	VER	sub:imp:3p;	-
arrivai	VER	ind:pas:1s;	-
arrivas	VER	ind:pas:2s;	-
arrivez	VER	imp:pre:2p;ind:pre:2p;	-
arrivés	VER	par:pas;	m
arriveront	VER	ind:fut:3p;	-
arriverez	VER	ind:fut:2p;	-
arriviez	VER	ind:imp:2p;	-
arriveriez	VER	cnd:pre:2p;	-
arriverions	VER	cnd:pre:1p;	-
arriver	VER	inf;;inf;;inf;;	-
arriverai	VER	ind:fut:1s;	-
arriverais	VER	cnd:pre:1s;cnd:pre:2s;	-
arriverons	VER	ind:fut:1p;	-
arrivâmes	VER	ind:pas:1p;	-
arrivera	VER	ind:fut:3s;	-
arriveras	VER	ind:fut:2s;	-
arriverait	VER	cnd:pre:3s;	-
arrivions	VER	ind:imp:1p;	-
arrivaient	VER	ind:imp:3p;	-
arrivais	VER	ind:imp:1s;ind:imp:2s;	-
arrivait	VER	ind:imp:3s;	-
arrivant	VER	par:pre;	-
arrivâtes	VER	ind:pas:2p;	-
arrivât	VER	sub:imp:3s;	-
arrivèrent	VER	ind:pas:3p;	-
arrivé	VER	par:pas;par:pas;par:pas;	m
arrive	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:1s;sub:pre:3s;	-
arriveraient	VER	cnd:pre:3p;	-
arriva	VER	ind:pas:3s;	-
arrivée	VER	par:pas;	f
arrivées	VER	par:pas;	f
arrivons	VER	imp:pre:1p;ind:pre:1p;	-
les	PRO:per	-	-
ces	ADJ:dem	-	-
donnait	VER	ind:imp:3s;	-
donnerais	VER	cnd:pre:1s;cnd:pre:2s;	-
donniez	VER	ind:imp:2p;sub:pre:2p;	-
donnais	VER	ind:imp:1s;ind:imp:2s;	-
donnaient	VER	ind:imp:3p;	-
donnant	VER	par:pre;	-
donna	VER	ind:pas:3s;	-
donnai	VER	ind:pas:1s;	-
donnions	VER	ind:imp:1p;sub:pre:1p;	-
donnons	VER	imp:pre:1p;ind:pre:1p;	-
donnâmes	VER	ind:pas:1p;	-
donnât	VER	sub:imp:3s;	-
donnèrent	VER	ind:pas:3p;	-
donné	VER	par:pas;par:pas;par:pas;par:pas;	m
donnée	VER	par:pas;	f
donnez	VER	imp:pre:2p;ind:pre:2p;	-
donnerions	VER	cnd:pre:1p;	-
donnes	VER	ind:pre:1p;ind:pre:2s;sub:pre:2s;	-
donnerez	VER	ind:fut:2p;	-
donneraient	VER	cnd:pre:3p;	-
donnerai	VER	ind:fut:1s;	-
donnera	VER	ind:fut:3s;	-
donner	VER	inf;;inf;;inf;;inf;;inf;;inf;;inf;;	-
donneront	VER	ind:fut:3p;	-
donnerait	VER	cnd:pre:3s;	-
donneras	VER	ind:fut:2s;	-
données	VER	par:pas;	f
donnent	VER	ind:pre:3p;sub:pre:3p;	-
donneriez	VER	cnd:pre:2p;	-
donnas	VER	ind:pas:2s;	-
donnassent	VER	sub:imp:3p;	-
donne	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:1s;sub:pre:3s;	-
donnés	VER	par:pas;	m
donnerons	VER	ind:fut:1p;	-
regarderai	VER	ind:fut:1s;	-
regarder	VER	inf;;inf;;inf;;inf;;	-
regardent	VER	ind:pre:3p;	-
regardés	VER	par:pas;	m
regardées	VER	par:pas;	f
regardiez	VER	ind:imp:2p;	-
regardé	VER	par:pas;	m
regardèrent	VER	ind:pas:3p;	-
regardât	VER	sub:imp:3s;	-
regardâmes	VER	ind:pas:1p;	-
regardons	VER	imp:pre:1p;ind:pre:1p;	-
regardions	VER	ind:imp:1p;	-
regardée	VER	ind:imp:3s;par:pas;	f
regarde	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:1s;sub:pre:3s;	-
regarderas	VER	ind:fut:2s;	-
regardais	VER	ind:imp:1s;ind:imp:2s;	-
regardaient	VER	ind:imp:3p;	-
regarderez	VER	ind:fut:2p;	-
regardai	VER	ind:pas:1s;	-
regarderais	VER	cnd:pre:1s;cnd:pre:2s;	-
regarda	VER	ind:pas:3s;	-
regarderiez	VER	cnd:pre:2p;	-
regarderions	VER	cnd:pre:1p;	-
regardez	VER	imp:pre:2p;ind:pre:2p;	-
regarderait	VER	cnd:pre:3s;	-
regarderons	VER	ind:fut:1p;	-
regarderont	VER	ind:fut:3p;	-
regardait	VER	ind:imp:3s;	-
regarderaient	VER	cnd:pre:3p;	-
regardes	VER	ind:pre:2s;sub:pre:2s;	-
regardant	VER	par:pre;	-
regardera	VER	ind:fut:3s;	-
encore	ADV	-	-
appellerons	VER	ind:fut:1p;	-
appellerions	VER	cnd:pre:1p;	-
appela	VER	ind:pas:3s;	-
appelaient	VER	ind:imp:3p;	-
appelais	VER	ind:imp:1s;ind:imp:2s;	-
appelait	VER	ind:imp:3s;	-
appelés	VER	par:pas;	m
appelées	VER	par:pas;	f
appelée	VER	par:pas;	f
appelé	VER	par:pas;	m
appelèrent	VER	ind:pas:3p;	-
appelât	VER	sub:imp:3s;	-
appelons	VER	imp:pre:1p;ind:pre:1p;	-
appelles	VER	ind:pre:2s;sub:pre:2s;	-
appelleront	VER	ind:fut:3p;	-
appelai	VER	ind:pas:1s;	-
appelleriez	VER	cnd:pre:2p;	-
appellera	VER	ind:fut:3s;	-
appelant	VER	par:pre;	-
appeler	VER	inf;;inf;;inf;;inf;;	-
appelez	VER	imp:pre:2p;ind:pre:2p;	-
appeliez	VER	ind:imp:2p;sub:pre:2p;	-
appelions	VER	ind:imp:1p;	-
appelle	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:1s;sub:pre:3s;	-
appellent	VER	ind:pre:3p;	-
appellerai	VER	ind:fut:1s;	-
appelleraient	VER	cnd:pre:3p;	-
appellerais	VER	cnd:pre:1s;cnd:pre:2s;	-
appellerait	VER	cnd:pre:3s;	-
appelleras	VER	ind:fut:2s;	-
appellerez	VER	ind:fut:2p;	-
est-ce que	ADV	-	-
hommes	NOM	-	m
homme	NOM	-	m
partîmes	VER	ind:pas:1p;	-
partît	VER	sub:imp:3s;	-
partiriez	VER	cnd:pre:2p;	-
partirions	VER	cnd:pre:1p;	-
partez	VER	imp:pre:2p;ind:pre:2p;	-
partirez	VER	ind:fut:2p;	-
partirons	VER	ind:fut:1p;	-
partirent	VER	ind:pas:3p;	-
partirait	VER	cnd:pre:3s;	-
partirais	VER	cnd:pre:1s;cnd:pre:2s;	-
partiraient	VER	cnd:pre:3p;	-
partirai	VER	ind:fut:1s;	-
partir	VER	inf;	-
partions	VER	ind:imp:1p;	-
partiez	VER	ind:imp:2p;sub:pre:2p;	-
parties	VER	par:pas;	f
partie	VER	par:pas;	f
parti	VER	par:pas;	m
partiront	VER	ind:fut:3p;	-
pars	VER	imp:pre:2s;ind:pre:1s;ind:pre:2s;	-
partis	VER	ind:pas:1s;ind:pas:2s;par:pas;	m
partisse	VER	sub:imp:1s;	-
partes	VER	sub:pre:2s;	-
partissent	VER	sub:imp:3p;	-
partit	VER	ind:pas:3s;	-
partons	VER	imp:pre:1p;ind:pre:1p;;imp:pre:1p;ind:pre:1p;	-
partent	VER	ind:pre:3p;	-
parte	VER	sub:pre:1s;sub:pre:3s;	-
partant	VER	par:pre;	-
partait	VER	ind:imp:3s;	-
partais	VER	ind:imp:1s;ind:imp:2s;	-
partaient	VER	ind:imp:3p;	-
part	VER	ind:pre:3s;	-
partira	VER	ind:fut:3s;	-
partiras	VER	ind:fut:2s;	-
petite	ADJ	-	f
petites	ADJ	-	f
petits	ADJ	-	m
petit	ADJ	-	m
mes	ADJ:pos	-	-
la	PRO:per	-	f
toujours	ADV	-	-
jour	NOM	-	m
jours	NOM	-	m
tout	ADV	-	-
femmes	NOM	-	f
femme	NOM	-	f
temps	NOM	-	m
maintenant	ADV	-	-
notre	ADJ:pos	-	-
vies	NOM	-	f
vie	NOM	-	f
deux	ADJ:num	-	-
mettrai	VER	ind:fut:1s;	-
mets	VER	imp:pre:2s;ind:pre:1s;ind:pre:2s;	-
mettras	VER	ind:fut:2s;	-
mettaient	VER	ind:imp:3p;	-
mettais	VER	ind:imp:1s;ind:imp:2s;	-
mettait	VER	ind:imp:3s;	-
mettraient	VER	cnd:pre:3p;	-
mettant	VER	par:pre;	-
mît	VER	sub:imp:3s;	-
mîmes	VER	ind:pas:1p;	-
mettre	VER	inf;;inf;;inf;;inf;;	-
mettrais	VER	cnd:pre:1s;cnd:pre:2s;	-
mette	VER	sub:pre:1s;sub:pre:3s;	-
mettra	VER	ind:fut:3s;	-
mettons	VER	imp:pre:1p;ind:pre:1p;	-
mettions	VER	ind:imp:1p;	-
mettiez	VER	ind:imp:2p;	-
mettez	VER	imp:pre:2p;ind:pre:2p;	-
mettront	VER	ind:fut:3p;	-
mettes	VER	sub:pre:2s;	-
mettriez	VER	cnd:pre:2p;	-
mettrez	VER	ind:fut:2p;	-
mettent	VER	ind:pre:3p;sub:pre:3p;	-
mises	VER	par:pas;	f
mettrions	VER	cnd:pre:1p;	-
mise	VER	par:pas;	f
mirent	VER	ind:pas:3p;	-
missent	VER	sub:imp:3p;	-
missions	VER	sub:imp:1p;	-
mettrons	VER	ind:fut:1p;	-
mis	VER	ind:pas:1s;ind:pas:2s;par:pas;par:pas;par:pas;par:pas;	m
mit	VER	ind:pas:3s;	-
met	VER	ind:pre:3s;	-
mettrait	VER	cnd:pre:3s;	-
resta	VER	ind:pas:3s;	-
restassent	VER	sub:imp:3p;	-
restant	VER	par:pre;	-
restait	VER	ind:imp:3s;	-
restai	VER	ind:pas:1s;	-
restées	VER	par:pas;	f
restée	VER	ind:imp:3p;par:pas;	f
resté	VER	par:pas;	m
restèrent	VER	ind:pas:3p;	-
regretter	VER	imp:pre:2p;	-
restâmes	VER	ind:pas:1p;	-
restaient	VER	ind:imp:3p;	-
restés	VER	par:pas;	m
restera	VER	ind:fut:3s;	-
resterai	VER	ind:fut:1s;	-
reste	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:3s;	-
resteraient	VER	cnd:pre:3p;	-
resterais	VER	cnd:pre:1s;cnd:pre:2s;	-
resterait	VER	cnd:pre:3s;	-
resteras	VER	ind:fut:2s;	-
resterez	VER	ind:fut:2p;	-
resteriez	VER	cnd:pre:2p;	-
resterions	VER	cnd:pre:1p;	-
rester	VER	inf;;inf;;inf;;inf;;	-
resteront	VER	ind:fut:3p;	-
restes	VER	ind:pre:2s;sub:pre:2s;	-
restez	VER	imp:pre:2p;ind:pre:2p;	-
restiez	VER	ind:imp:2p;	-
restent	VER	ind:pre:3p;	-
restions	VER	ind:imp:1p;	-
restons	VER	imp:pre:1p;ind:pre:1p;	-
resterons	VER	ind:fut:1p;	-
restât	VER	sub:imp:3s;	-
restais	VER	ind:imp:1s;ind:imp:2s;	-
sans	PRE	-	-
arrêtât	VER	sub:imp:3s;	-
arrêteraient	VER	cnd:pre:3p;	-
arrêterai	VER	ind:fut:1s;	-
arrêtera	VER	ind:fut:3s;	-
arrêter	VER	inf;;inf;;inf;;inf;;	-
arrêtent	VER	ind:pre:3p;sub:pre:3p;	-
arrête	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:1s;sub:pre:3s;	-
arrêtassent	VER	sub:imp:3p;	-
arrêtons	VER	imp:pre:1p;ind:pre:1p;	-
arrêtâmes	VER	ind:pas:1p;	-
arrêtèrent	VER	ind:pas:3p;	-
arrêterait	VER	cnd:pre:3s;	-
arrêté	VER	par:pas;	m
arrêtée	VER	par:pas;	f
arrêtiez	VER	ind:imp:2p;	-
arrêta	VER	ind:pas:3s;	-
arrêtées	VER	par:pas;	f
arrêtant	VER	par:pre;	-
arrêtai	VER	ind:pas:1s;	-
arrêtés	VER	par:pas;	m
arrêtaient	VER	ind:imp:3p;	-
arrêtais	VER	ind:imp:1s;ind:imp:2s;	-
arrêterais	VER	cnd:pre:1s;cnd:pre:2s;	-
arrêtait	VER	ind:imp:3s;	-
arrêterez	VER	ind:fut:2p;	-
arrêteriez	VER	cnd:pre:2p;	-
arrêterions	VER	cnd:pre:1p;	-
arrêterons	VER	ind:fut:1p;	-
arrêteront	VER	ind:fut:3p;	-
arrêteras	VER	ind:fut:2s;	-
arrêtions	VER	ind:imp:1p;sub:pre:1p;	-
arrêtes	VER	ind:pre:2s;sub:pre:2s;	-
arrêtez	VER	imp:pre:2p;ind:pre:2p;	-
vraiment	ADV	-	-
connaîtrai	VER	ind:fut:1s;	-
connaissez	VER	imp:pre:2p;ind:pre:2p;	-
connaissons	VER	imp:pre:1p;ind:pre:1p;	-
connaîtraient	VER	cnd:pre:3p;	-
connais	VER	imp:pre:2s;ind:pre:1s;ind:pre:2s;	-
connût	VER	sub:imp:3s;	-
connûmes	VER	ind:pas:1p;	-
connaît	VER	ind:pre:3s;	-
connaîtra	VER	ind:fut:3s;	-
connaissaient	VER	ind:imp:3p;	-
connaîtrais	VER	cnd:pre:1s;cnd:pre:2s;	-
connaisse	VER	sub:pre:1s;sub:pre:3s;	-
connaîtrions	VER	cnd:pre:1p;	-
connaissiez	VER	ind:imp:2p;sub:pre:2p;	-
connaîtrez	VER	ind:fut:2p;	-
connaisses	VER	sub:pre:2s;	-
connaître	VER	inf;;inf;;inf;;	-
connaissent	VER	ind:pre:3p;	-
connaissions	VER	ind:imp:1p;	-
connaîtriez	VER	cnd:pre:2p;	-
connaîtras	VER	ind:fut:2s;	-
connaissant	VER	par:pre;	-
connaîtrait	VER	cnd:pre:3s;	-
connaîtront	VER	ind:fut:3p;	-
connaissait	VER	ind:imp:3s;	-
connaissais	VER	ind:imp:1s;ind:imp:2s;	-
connaîtrons	VER	ind:fut:1p;	-
connussent	VER	sub:imp:3p;	-
connusses	VER	sub:imp:2s;	-
connut	VER	ind:pas:3s;	-
connurent	VER	ind:pas:3p;	-
connusse	VER	sub:imp:1s;	-
connues	VER	par:pas;	f
connus	VER	ind:pas:1s;ind:pas:2s;par:pas;	m
connu	VER	par:pas;	m
connue	VER	par:pas;	f
sûrs	ADJ	-	m
sûr	ADJ	-	m
sûre	ADJ	-	f
sûres	ADJ	-	f
merci	ONO	-	-
tuée	VER	par:pas;	f
tuant	VER	par:pre;	-
tuaient	VER	ind:imp:3p;	-
tuons	VER	imp:pre:1p;ind:pre:1p;	-
tueras	VER	ind:fut:2s;	-
tuent	VER	ind:pre:3p;	-
tue	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:1s;sub:pre:3s;	-
tuai	VER	ind:pas:1s;	-
tuerions	VER	cnd:pre:1p;	-
tuais	VER	ind:imp:1s;ind:imp:2s;	-
tuera	VER	ind:fut:3s;	-
tua	VER	ind:pas:3s;	-
tuèrent	VER	ind:pas:3p;	-
tuions	VER	ind:imp:1p;	-
tuiez	VER	ind:imp:2p;sub:pre:2p;	-
tues	VER	ind:pre:2s;sub:pre:2s;	-
tuerai	VER	ind:fut:1s;	-
tuerais	VER	cnd:pre:1s;cnd:pre:2s;	-
tueriez	VER	cnd:pre:2p;	-
tuât	VER	sub:imp:3s;	-
tuerait	VER	cnd:pre:3s;	-
tuerez	VER	ind:fut:2p;	-
tué	VER	par:pas;	m
tueront	VER	ind:fut:3p;	-
tuerons	VER	ind:fut:1p;	-
tués	VER	par:pas;	m
tuer	VER	inf;;inf;;inf;;inf;;	-
tuez	VER	imp:pre:2p;ind:pre:2p;	-
tuait	VER	ind:imp:3s;	-
tuas	VER	ind:pas:2s;	-
tuées	VER	par:pas;	f
quoi	PRO:int	-	-
quoi	PRO:rel	-	-
comment	ADV	-	-
mourrions	VER	cnd:pre:1p;	-
mourant	VER	par:pre;	-
mouraient	VER	ind:imp:3p;	-
mourrez	VER	ind:fut:2p;	-
mourais	VER	ind:imp:1s;ind:imp:2s;	-
meurs	VER	imp:pre:2s;ind:pre:1s;ind:pre:2s;	-
meurt	VER	ind:pre:3s;	-
mourrait	VER	cnd:pre:3s;	-
mourez	VER	imp:pre:2p;ind:pre:2p;	-
meures	VER	sub:pre:2s;	-
mourir	VER	inf;;	-
mourait	VER	ind:imp:3s;	-
mourra	VER	ind:fut:3s;	-
mourrai	VER	ind:fut:1s;	-
mourront	VER	ind:fut:3p;	-
mourraient	VER	cnd:pre:3p;	-
mourrais	VER	cnd:pre:1s;cnd:pre:2s;	-
mourrons	VER	ind:fut:1p;	-
mort	VER	par:pas;	m
meure	VER	sub:pre:1s;sub:pre:3s;	-
morte	VER	par:pas;	f
mortes	VER	par:pas;	f
meurent	VER	ind:pre:3p;	-
mourras	VER	ind:fut:2s;	-
morts	VER	par:pas;	m
mourions	VER	ind:imp:1p;	-
mouriez	VER	ind:imp:2p;	-
mourons	VER	imp:pre:1p;ind:pre:1p;	-
mourussent	VER	sub:imp:3p;	-
moururent	VER	ind:pas:3p;	-
mourus	VER	ind:pas:1s;ind:pas:2s;	-
mourriez	VER	cnd:pre:2p;	-
mourut	VER	ind:pas:3s;	-
mourûtes	VER	ind:pas:2p;	-
mourût	VER	sub:imp:3s;	-
demanderai	VER	ind:fut:1s;	-
